shared name
MRPL37 (FI) MRPS17
MRPL37 (FI) MRPL40
MRPL37 (FI) MRPL42
MRPL37 (FI) MRPL41
MRPL37 (FI) MRPL44
MRPL37 (FI) MRPL43
MRPL37 (FI) MRPL46
MRPL37 (FI) MRPL45
MRPL37 (FI) MRPL48
MRPL37 (FI) MRPL47
MRPL37 (FI) MRPL49
MRPL37 (FI) MRPL51
MRPL37 (FI) MRPL50
MRPL37 (FI) MRPL53
MRPL37 (FI) MRPL52
MRPL37 (FI) MRPL55
MRPL37 (FI) MRPL54
MRPL37 (FI) MRPL39
MRPL37 (FI) MRPL38
MRPL37 (FI) MRPS5
MRPL37 (FI) MRPS7
MRPL37 (FI) MRPS6
MRPL37 (FI) MRPS9
MRPL37 (FI) MRPS2
MRPL37 (FI) MRPL9
MRPL37 (FI) MRPL4
MRPL37 (FI) MTIF3
MRPL37 (FI) MTIF2
MRPL37 (FI) OXA1L
MRPL37 (FI) MTRF1L
MRPL37 (FI) RPL10
MRPL37 (FI) RMND1
MRPL37 (FI) TUFM
MRPL37 (FI) SSBP1
MRPL37 (FI) MRPS18A
MRPL37 (FI) MRPS18B
MRPL37 (FI) MRPS18C
MRPL37 (FI) PTCD3
MRPL36 (FI) MRPS2
MRPL36 (FI) MRPS5
MRPL36 (FI) MRPS6
MRPL36 (FI) MRPS7
MRPL36 (FI) MRPS9
MRPL36 (FI) MRPL4
MRPL36 (FI) MRPL9
MRPL36 (FI) OXA1L
MRPL36 (FI) TUFM
MRPL36 (FI) MRPS30
MRPL36 (FI) MRPS31
MRPL36 (FI) MRPS34
MRPL36 (FI) MRPS35
MRPL36 (FI) MRPS33
MRPL36 (FI) MRPS36
MRPL36 (FI) MRPS23
MRPL36 (FI) MRPS24
MRPL36 (FI) MRPS21
MRPL36 (FI) MRPS22
MRPL36 (FI) MRPS27
MRPL36 (FI) MRPS28
MRPL36 (FI) MRPS25
MRPL36 (FI) MRPS26
MRPL36 (FI) MRPS12
MRPL36 (FI) MRPS10
MRPL36 (FI) MRPS11
MRPL36 (FI) MRPS16
MRPL36 (FI) MRPS17
MRPL36 (FI) MRPS14
MRPL36 (FI) MRPS15
MRPL36 (FI) MRPL51
MRPL36 (FI) MRPL52
MRPL36 (FI) MRPL50
MRPL36 (FI) MRPL55
MRPL36 (FI) MRPL53
MRPL36 (FI) MRPL54
MRPL36 (FI) MRPL40
MRPL36 (FI) MRPL41
MRPL36 (FI) MRPL44
MRPL36 (FI) MRPL45
MRPL36 (FI) MRPL42
MRPL36 (FI) MRPL43
MRPL36 (FI) MRPL48
MRPL36 (FI) MRPL49
MRPL36 (FI) MRPL46
MRPL36 (FI) MRPL47
MRPL36 (FI) MRPL37
MRPL36 (FI) MRPL38
MRPL36 (FI) MRPL39
MRPL36 (FI) MRPS18B
MRPL36 (FI) MRPS18C
MRPL36 (FI) MRPS18A
MRPL36 (FI) PTCD3
MRPL36 (FI) MRRF
MRPL36 (FI) MTRF1L
MRPL36 (FI) MTIF3
MRPL36 (FI) MTIF2
MRPL33 (FI) MRPS18A
MRPL33 (FI) MRPS18B
MRPL33 (FI) MRPS18C
MRPL33 (FI) TUFM
MRPL33 (FI) MTIF3
MRPL33 (FI) MTIF2
MRPL33 (FI) MTRF1L
MRPL33 (FI) MRPL9
MRPL33 (FI) MRPL4
MRPL33 (FI) MRPS2
MRPL33 (FI) MRPS6
MRPL33 (FI) MRPS7
MRPL33 (FI) MRPS5
MRPL33 (FI) MRPS9
MRPL33 (FI) MRRF
MRPL33 (FI) OXA1L
MRPL33 (FI) MRPL41
MRPL33 (FI) MRPL42
MRPL33 (FI) MRPL40
MRPL33 (FI) MRPL49
MRPL33 (FI) MRPL47
MRPL33 (FI) MRPL48
MRPL33 (FI) MRPL45
MRPL33 (FI) MRPL46
MRPL33 (FI) MRPL43
MRPL33 (FI) MRPL44
MRPL33 (FI) MRPL52
MRPL33 (FI) MRPL53
MRPL33 (FI) MRPL50
MRPL33 (FI) MRPL51
MRPL33 (FI) MRPL54
MRPL33 (FI) MRPL55
MRPL33 (FI) MRPL38
MRPL33 (FI) MRPL39
MRPL33 (FI) MRPL36
MRPL33 (FI) MRPL37
MRPL33 (FI) MRPL34
MRPL33 (FI) MRPL35
MRPL33 (FI) MRPS21
MRPL33 (FI) MRPS28
MRPL33 (FI) MRPS26
MRPL33 (FI) MRPS27
MRPL33 (FI) MRPS24
MRPL33 (FI) MRPS25
MRPL33 (FI) MRPS22
MRPL33 (FI) MRPS23
MRPL33 (FI) MRPS31
MRPL33 (FI) MRPS30
MRPL33 (FI) MRPS35
MRPL33 (FI) MRPS36
MRPL33 (FI) MRPS33
MRPL33 (FI) MRPS34
MRPL33 (FI) MRPS10
MRPL33 (FI) MRPS17
MRPL33 (FI) MRPS15
MRPL33 (FI) MRPS16
MRPL33 (FI) MRPS14
MRPL33 (FI) MRPS11
MRPL33 (FI) MRPS12
MRPL33 (FI) PTCD3
MRPL32 (FI) MTIF2
MRPL32 (FI) MTIF3
MRPL32 (FI) MRRF
MRPL32 (FI) MRPL4
MRPL32 (FI) MRPL9
MRPL32 (FI) MRPS9
MRPL32 (FI) MRPS2
MRPL32 (FI) MRPS6
MRPL32 (FI) MRPS5
MRPL32 (FI) MRPS7
MRPL32 (FI) MTRF1L
MRPL32 (FI) OXA1L
MRPL32 (FI) RPL26
MRPL32 (FI) RPL19
MRPL32 (FI) RPL18
MRPL32 (FI) RPL37
MRPL32 (FI) MRPS18A
MRPL32 (FI) MRPS18B
MRPL32 (FI) MRPS18C
MRPL32 (FI) RPL13A
MRPL32 (FI) TUFM
MRPL32 (FI) PTCD3
MRPL32 (FI) RPL6
MRPL32 (FI) MRPL52
MRPL32 (FI) MRPL51
MRPL32 (FI) MRPL50
MRPL32 (FI) MRPL55
MRPL32 (FI) MRPL54
MRPL32 (FI) MRPL53
MRPL32 (FI) MRPL41
MRPL32 (FI) MRPL40
MRPL32 (FI) MRPL49
MRPL32 (FI) MRPL48
MRPL32 (FI) MRPL47
MRPL32 (FI) MRPL46
MRPL32 (FI) MRPL45
MRPL32 (FI) MRPL44
MRPL32 (FI) MRPL43
MRPL32 (FI) MRPL42
MRPL32 (FI) MRPL38
MRPL32 (FI) MRPL37
MRPL32 (FI) MRPL36
MRPL32 (FI) MRPL35
MRPL32 (FI) MRPL34
MRPL32 (FI) MRPL33
MRPL32 (FI) MRPL39
MRPL32 (FI) MRPS31
MRPL32 (FI) MRPS30
MRPL32 (FI) MRPS36
MRPL32 (FI) MRPS35
MRPL32 (FI) MRPS34
MRPL32 (FI) MRPS33
MRPL32 (FI) MRPS28
MRPL32 (FI) MRPS27
MRPL32 (FI) MRPS26
MRPL32 (FI) MRPS25
MRPL32 (FI) MRPS24
MRPL32 (FI) MRPS23
MRPL32 (FI) MRPS22
MRPL32 (FI) MRPS21
MRPL32 (FI) MRPS17
MRPL32 (FI) MRPS16
MRPL32 (FI) MRPS15
MRPL32 (FI) MRPS14
MRPL32 (FI) MRPS12
MRPL32 (FI) MRPS11
MRPL32 (FI) MRPS10
MRPL30 (FI) MRPS31
MRPL30 (FI) MRPS30
MRPL30 (FI) MRPS33
MRPL30 (FI) MRPS35
MRPL30 (FI) MRPS34
MRPL30 (FI) MRPS36
MRPL30 (FI) MRPS28
MRPL30 (FI) MRPS27
MRPL30 (FI) MRPS22
MRPL30 (FI) MRPS21
MRPL30 (FI) MRPS24
MRPL30 (FI) MRPS23
MRPL30 (FI) MRPS26
MRPL30 (FI) MRPS25
MRPL30 (FI) MRPS17
MRPL30 (FI) MRPS16
MRPL30 (FI) MRPS11
MRPL30 (FI) MRPS10
MRPL30 (FI) MRPS12
MRPL30 (FI) MRPS15
MRPL30 (FI) MRPS14
MRPL30 (FI) MRPL52
MRPL30 (FI) MRPL51
MRPL30 (FI) MRPL54
MRPL30 (FI) MRPL53
MRPL30 (FI) MRPL55
MRPL30 (FI) MRPL50
MRPL30 (FI) MRPL41
MRPL30 (FI) MRPL40
MRPL30 (FI) MRPL43
MRPL30 (FI) MRPL42
MRPL30 (FI) MRPL45
MRPL30 (FI) MRPL44
MRPL30 (FI) MRPL47
MRPL30 (FI) MRPL46
MRPL30 (FI) MRPL49
MRPL30 (FI) MRPL48
MRPL30 (FI) MRPL32
MRPL30 (FI) MRPL34
MRPL30 (FI) MRPL33
MRPL30 (FI) MRPL36
MRPL30 (FI) MRPL35
MRPL30 (FI) MRPL38
MRPL30 (FI) MRPL37
MRPL30 (FI) MRPL39
MRPL30 (FI) MRRF
MRPL30 (FI) PTCD3
MRPL30 (FI) MTRF1L
MRPL30 (FI) MTIF3
MRPL30 (FI) MTIF2
MRPL30 (FI) MRPS18C
MRPL30 (FI) MRPS18B
MRPL30 (FI) MRPS18A
MRPL30 (FI) MRPS2
MRPL30 (FI) MRPS7
MRPL30 (FI) MRPS9
MRPL30 (FI) MRPS6
MRPL30 (FI) MRPS5
MRPL30 (FI) MRPL9
MRPL30 (FI) MRPL4
MRPL30 (FI) OXA1L
MRPL30 (FI) TUFM
ARF3 (FI) RAB1A
ARF3 (FI) RAB1B
ARF3 (FI) SCYL1
ARF3 (FI) PI4KB
ARF3 (FI) PICK1
ARF3 (FI) GBF1
ARF3 (FI) GGA1
ARF3 (FI) GGA3
ARF3 (FI) CLTCL1
ARF3 (FI) ARFGAP2
ARF3 (FI) ARFGAP3
ARF3 (FI) CLTC
ARF3 (FI) COPG2
ARF3 (FI) HTT
ARF3 (FI) COPB1
ARF3 (FI) ARFIP1
ARF3 (FI) ARFIP2
ARF3 (FI) ARF4
ARF3 (FI) ARF5
LIMK2 (FI) ROCK1
LIMK2 (FI) ROCK2
LIMK2 (FI) PAX5
LIMK2 (FI) PAK2
LIMK2 (FI) PAK3
LIMK2 (FI) PAK1
LIMK2 (FI) PAK6
LIMK2 (FI) PAK4
LIMK2 (FI) RPS6KL1
CDC42BPA (FI) MYO18A
CDC42BPA (FI) RAC1
CDC42BPA (FI) YWHAZ
CDC42BPA (FI) RHOF
CDC42BPA (FI) RHOA
CDC42BPA (FI) CDC42BPB
CDC42BPA (FI) CDC42BPG
CDC42BPA (FI) MYL2
CDC42BPA (FI) LIMK2
CDC42BPA (FI) LIMK1
ARF5 (FI) HTT
ARF5 (FI) COPZ1
ARF5 (FI) COPG2
ARF5 (FI) COPB2
ARF5 (FI) COPB1
ARF5 (FI) GGA1
ARF5 (FI) RAB11A
ARF5 (FI) COPE
ARF5 (FI) COPA
ARF5 (FI) LMAN2
ARF5 (FI) ARFGAP3
ARF5 (FI) ARFGAP2
ARF5 (FI) STX5
ARF5 (FI) CYTH3
ARF5 (FI) ARFIP1
ARF5 (FI) ARFIP2
ARF5 (FI) RAB19
ARF5 (FI) ARF6
ARF5 (FI) ARL1
ARF5 (FI) ARL4C
ARF5 (FI) NECAP2
ARF5 (FI) NECAP1
ARF5 (FI) SCYL1
FBXO28 (FI) SKP1
FBXO28 (FI) TAF1
APOBEC3D (FI) APOBEC3G
APOBEC3D (FI) APOBEC3F
APOBEC3D (FI) MOV10
GDF2 (FI) SMAD5
GDF2 (FI) SMAD9
GDF2 (FI) SMAD1
GDF2 (FI) MYC
GDF2 (FI) GDF5
GDF2 (FI) GDF6
GDF2 (FI) GDF9
KIF7 (FI) SUFU
KIF7 (FI) MKS1
KIF7 (FI) RPGRIP1L
KIF7 (FI) OFD1
INTU (FI) KIF3A
INTU (FI) TTC21B
INTU (FI) SUFU
INTU (FI) RPGRIP1L
INTU (FI) OFD1
INTU (FI) MKS1
INTU (FI) KIF7
OSBPL7 (FI) VAPA
GDF5 (FI) NOG
GDF5 (FI) NBL1
GDF5 (FI) GREM1
GDF5 (FI) GREM2
ACVR1 (FI) TGFBR1
ACVR1 (FI) TGFBR2
ACVR1 (FI) CYBA
ACVR1 (FI) BMP2
ACVR1 (FI) BMP4
ACVR1 (FI) BMP3
ACVR1 (FI) BMP6
ACVR1 (FI) BMP5
ACVR1 (FI) BMP7
ACVR1 (FI) ZNF263
ACVR1 (FI) INHBC
ACVR1 (FI) INHBA
ACVR1 (FI) INHBB
ACVR1 (FI) TGFB2
ACVR1 (FI) RGMA
ACVR1 (FI) RGMB
ACVR1 (FI) BAMBI
ACVR1 (FI) RAC1
ACVR1 (FI) RAC2
ACVR1 (FI) RAC3
ACVR1 (FI) MAPK12
ACVR1 (FI) MAPK13
ACVR1 (FI) MAPK11
ACVR1 (FI) MAPK14
ACVR1 (FI) AMHR2
ACVR1 (FI) ENG
ACVR1 (FI) AMH
ACVR1 (FI) NOX1
ACVR1 (FI) NEO1
ACVR1 (FI) NCF1
ACVR1 (FI) NCF2
ACVR1 (FI) BMPR2
ACVR1 (FI) FKBP1A
ACVR1 (FI) BMP8B
ACVR1 (FI) BMP8A
ACVR1 (FI) ACVRL1
ACVR1 (FI) ACVR1B
ACVR1 (FI) ACVR1C
ACVR1 (FI) IGSF1
ACVR1 (FI) ACVR2B
ACVR1 (FI) ACVR2A
ACVR1 (FI) SMAD7
ACVR1 (FI) SMAD9
ACVR1 (FI) SMAD3
ACVR1 (FI) SMAD6
ACVR1 (FI) SMAD5
ACVR1 (FI) SMAD2
ACVR1 (FI) SMAD1
ACVR1 (FI) BMPR1B
ACVR1 (FI) BMPR1A
ACVR1 (FI) MAPK3
ACVR1 (FI) MAPK1
ACVR1 (FI) GDF2
ACVR1 (FI) GDF5
NUMB (FI) UBA52
NUMB (FI) RPS27A
NUMB (FI) NUMBL
NUMB (FI) PSMD14
NUMB (FI) PSMD12
NUMB (FI) PSMD13
NUMB (FI) PSMD10
NUMB (FI) PSMD11
NUMB (FI) PSMB10
NUMB (FI) PSMB11
NUMB (FI) SUFU
NUMB (FI) PARD6A
NUMB (FI) SRC
NUMB (FI) UBB
NUMB (FI) UBC
NUMB (FI) PRKCI
NUMB (FI) PRKCZ
NUMB (FI) PSME4
NUMB (FI) PSME3
NUMB (FI) PSME2
NUMB (FI) PSME1
NUMB (FI) PSMD6
NUMB (FI) PSMD5
NUMB (FI) PSMD4
NUMB (FI) PSMD3
NUMB (FI) PSMD2
NUMB (FI) PSMD1
NUMB (FI) PSMD9
NUMB (FI) PSMD8
NUMB (FI) PSMD7
NUMB (FI) PSMC5
NUMB (FI) PSMC4
NUMB (FI) PSMC3
NUMB (FI) PSMC2
NUMB (FI) PSMC1
NUMB (FI) PSMC6
NUMB (FI) PSMB4
NUMB (FI) PSMB3
NUMB (FI) PSMB2
NUMB (FI) PSMB1
NUMB (FI) PSMB9
NUMB (FI) PSMB8
NUMB (FI) PSMB7
NUMB (FI) PSMB6
NUMB (FI) PSMB5
NUMB (FI) PSMA3
NUMB (FI) PSMA2
NUMB (FI) PSMA1
NUMB (FI) PSMA8
NUMB (FI) PSMA7
NUMB (FI) PSMA6
NUMB (FI) PSMA5
NUMB (FI) PSMA4
NUMB (FI) PSMF1
SAP130 (FI) TRRAP
SAP130 (FI) SAP30BP
SAP130 (FI) TADA1
SAP130 (FI) TADA3
SAP130 (FI) TAF10
SAP130 (FI) TAF12
SAP130 (FI) TAF6L
SAP130 (FI) TAF5L
SAP130 (FI) ZNF219
SAP130 (FI) SIN3B
SAP130 (FI) SIN3A
SAP130 (FI) USP22
SAP130 (FI) SUPT3H
SAP130 (FI) SUPT7L
SAP130 (FI) TTF1
SAP130 (FI) TAF9
SAP130 (FI) TAF3
SAP130 (FI) SMARCA5
SAP130 (FI) SAP30L
SAP130 (FI) SUDS3
SAP130 (FI) TADA2B
SAP130 (FI) SAP18
SAP130 (FI) SAP30
DCC (FI) TRIM9
DCC (FI) SLIT2
DCC (FI) SLIT1
DCC (FI) SLIT3
DCC (FI) YES1
DCC (FI) TRIM67
DCC (FI) DSCAM
DCC (FI) WASL
DCC (FI) NFATC3
DCC (FI) NFATC4
DCC (FI) NFATC2
DCC (FI) SIAH2
DCC (FI) SIAH1
DCC (FI) MAP1B
DCC (FI) MAPK1
DCC (FI) DOCK1
DCC (FI) TRIO
DCC (FI) PLCG2
DCC (FI) PLCG1
DCC (FI) UNC5D
DCC (FI) UNC5A
DCC (FI) UNC5B
DCC (FI) UNC5C
DCC (FI) RAC1
DCC (FI) RHOA
DCC (FI) PAK1
DCC (FI) PTPN11
DCC (FI) PTK2
DCC (FI) PITPNA
DCC (FI) ROBO3
DCC (FI) ROBO1
DCC (FI) NCK1
DCC (FI) SRC
DCC (FI) NTN4
DCC (FI) NTN1
DCC (FI) FYN
DCC (FI) EZR
DCC (FI) ELMO1
DCC (FI) MYO10
DCC (FI) MAP2K2
DCC (FI) MAP2K1
APTX (FI) DCLRE1C
APTX (FI) LIG4
APTX (FI) LIG3
APTX (FI) TDP1
APTX (FI) XRCC6
APTX (FI) XRCC4
APTX (FI) XRCC5
APTX (FI) XRCC1
APTX (FI) POLM
APTX (FI) PRKDC
DLAT (FI) SUCLG1
DLAT (FI) LIPT1
DLAT (FI) PDP1
DLAT (FI) PDP2
DLAT (FI) PDPR
DLAT (FI) PDHB
DLAT (FI) PDHX
DLAT (FI) PDK1
DLAT (FI) PDK2
DLAT (FI) PDK3
DLAT (FI) PDK4
DLAT (FI) OGDH
DLAT (FI) MDH2
DLAT (FI) PDHA1
DLAT (FI) PDHA2
DLAT (FI) PPARD
DLAT (FI) HSPA8
DLAT (FI) GCSH
DLAT (FI) DLD
DLAT (FI) DLST
DLAT (FI) SDHB
DLAT (FI) RXRA
CHD5 (FI) EP300
CHD5 (FI) KDM5C
CHD5 (FI) SRCAP
CHD5 (FI) MBD3L1
CHD5 (FI) MBD3L2
CHD5 (FI) SMARCAD1
CHD5 (FI) HDAC2
CHD5 (FI) HDAC1
CHD5 (FI) TAF5
CHD5 (FI) GATAD2A
CHD5 (FI) GATAD2B
CHD5 (FI) MBD2
CHD5 (FI) MBD3
CHD5 (FI) MTA3
CHD5 (FI) MTA1
CHD5 (FI) MTA2
CHD5 (FI) RBBP7
CHD5 (FI) RBBP4
OR5K1 (FI) PRKACG
OR5K1 (FI) PRKACB
OR5K1 (FI) PRKACA
IPO9 (FI) RAN
IPO9 (FI) KPNA3
IPO9 (FI) KPNA4
IPO9 (FI) KPNB1
IPO9 (FI) LMNA
IPO9 (FI) TNPO1
IPO9 (FI) TNPO3
IPO9 (FI) XPO6
IPO9 (FI) XPO1
IPO8 (FI) NUP210
IPO8 (FI) NUP214
IPO8 (FI) NUP205
IPO8 (FI) NUP188
IPO8 (FI) NUP133
IPO8 (FI) NUP107
IPO8 (FI) NUP160
IPO8 (FI) NUP155
IPO8 (FI) NUP153
IPO8 (FI) KPNB1
IPO8 (FI) KPNA1
IPO8 (FI) KPNA3
IPO8 (FI) IPO9
IPO8 (FI) TNPO1
IPO8 (FI) NUP93
IPO8 (FI) NUP98
IPO8 (FI) NUP35
IPO8 (FI) NUP37
IPO8 (FI) NUP43
IPO8 (FI) NUP50
IPO8 (FI) NUP54
IPO8 (FI) NUP62
IPO8 (FI) NUP85
IPO8 (FI) NUP88
IPO8 (FI) SEC13
IPO8 (FI) SEH1L
IPO8 (FI) RANGAP1
IPO8 (FI) POM121
IPO8 (FI) RIN3
IPO8 (FI) RPLP0
IPO8 (FI) RAE1
IPO8 (FI) POM121C
IPO8 (FI) TPR
IPO8 (FI) RAN
IPO8 (FI) RANBP2
IPO8 (FI) RANBP1
TLR5 (FI) TRAF6
TLR1 (FI) TRAF6
TLR1 (FI) TLR10
TLR1 (FI) VCAN
TLR1 (FI) TLR6
TLR1 (FI) TLR5
TLR1 (FI) TLR2
TLR1 (FI) TLR9
TLR1 (FI) TLR8
CITED2 (FI) NANOG
CITED2 (FI) EPAS1
CITED2 (FI) HIF1A
CITED2 (FI) HIF3A
CITED2 (FI) EP300
CITED2 (FI) JUN
CITED2 (FI) FOXA2
CITED2 (FI) FOXA1
CITED2 (FI) FOXO3
CITED2 (FI) TFAP2C
CITED2 (FI) TFAP2A
CITED2 (FI) TFAP2B
CITED2 (FI) CREBBP
CITED2 (FI) RXRA
CITED2 (FI) HDAC7
CITED2 (FI) HDAC2
CITED2 (FI) TAF1
CITED2 (FI) PPARA
CITED2 (FI) RELA
PHOX2A (FI) RAX
PHOX2A (FI) VSX2
PHOX2A (FI) PITX3
PHOX2A (FI) PTF1A
ATP1A1 (FI) TFAP2A
ATP1A1 (FI) SLC8A1
ATP1A1 (FI) SLC8A2
ATP1A1 (FI) SLC8A3
ATP1A1 (FI) MAPK1
ATP1A1 (FI) MAPK3
ATP1A1 (FI) FXYD2
ATP1A1 (FI) FXYD3
ATP1A1 (FI) FXYD4
ATP1A1 (FI) FXYD6
ATP1A1 (FI) FXYD7
ATP1A1 (FI) FXYD1
ATP1A1 (FI) CPS1
ATP1A1 (FI) ATP1B1
ATP1A1 (FI) ATP1B2
ATP1A1 (FI) ATP1B3
ATP1A1 (FI) ATP1A2
ATP1A1 (FI) ATP1A3
ATP1A1 (FI) ATP1A4
ATP1A1 (FI) CYC1
ATP1A1 (FI) ATP2A2
ATP1A1 (FI) SLC25A3
ATP1A1 (FI) SLC25A5
ATP1A1 (FI) KL
ATP1A1 (FI) NR3C2
ATP1A1 (FI) NFIC
ATP1A1 (FI) PIK3CB
ATP1A1 (FI) PIK3CA
ATP1A1 (FI) PIK3CD
ATP1A1 (FI) PIK3R1
ATP1A1 (FI) PIK3R3
ATP1A1 (FI) PIK3R2
ATP1A1 (FI) YWHAE
ATP1A1 (FI) CREB1
ATP1A1 (FI) PRKACG
ATP1A1 (FI) PRKACB
ATP1A1 (FI) PRKACA
ATP1A1 (FI) PRKG1
ATP1A1 (FI) PRKG2
ATP1A1 (FI) HADHA
ATP1A1 (FI) CTNNB1
FST (FI) RGMB
FST (FI) RGMA
FST (FI) MAFK
FST (FI) MAFF
FST (FI) INHBE
FST (FI) INHBC
FST (FI) INHBB
FST (FI) INHBA
ZBTB4 (FI) ZNF239
ZBTB4 (FI) ZNF263
ZBTB4 (FI) ZBTB5
ZBTB4 (FI) ZBTB7A
ZBTB4 (FI) ZBTB8A
ZBTB4 (FI) ZBTB42
ZBTB4 (FI) ZBTB45
MRPL17 (FI) TUFM
MRPL17 (FI) PTCD3
MRPL17 (FI) MRPS18B
MRPL17 (FI) MRPS18A
MRPL17 (FI) MRPS18C
MRPL17 (FI) MRPS22
MRPL17 (FI) MRPS23
MRPL17 (FI) MRPS21
MRPL17 (FI) MRPS26
MRPL17 (FI) MRPS27
MRPL17 (FI) MRPS24
MRPL17 (FI) MRPS25
MRPL17 (FI) MRPS28
MRPL17 (FI) MRPS33
MRPL17 (FI) MRPS34
MRPL17 (FI) MRPS31
MRPL17 (FI) MRPS35
MRPL17 (FI) MRPS36
MRPL17 (FI) MRPS30
MRPL17 (FI) MRPS11
MRPL17 (FI) MRPS12
MRPL17 (FI) MRPS10
MRPL17 (FI) MRPS15
MRPL17 (FI) MRPS16
MRPL17 (FI) MRPS14
MRPL17 (FI) MRPS17
MRPL17 (FI) MRPL49
MRPL17 (FI) MRPL43
MRPL17 (FI) MRPL44
MRPL17 (FI) MRPL41
MRPL17 (FI) MRPL42
MRPL17 (FI) MRPL47
MRPL17 (FI) MRPL48
MRPL17 (FI) MRPL45
MRPL17 (FI) MRPL46
MRPL17 (FI) MRPL50
MRPL17 (FI) MRPL51
MRPL17 (FI) MRPL54
MRPL17 (FI) MRPL55
MRPL17 (FI) MRPL52
MRPL17 (FI) MRPL53
MRPL17 (FI) MRPL27
MRPL17 (FI) MRPL28
MRPL17 (FI) MRPL21
MRPL17 (FI) MRPL22
MRPL17 (FI) MRPL20
MRPL17 (FI) MRPL23
MRPL17 (FI) MRPL24
MRPL17 (FI) MRPL38
MRPL17 (FI) MRPL39
MRPL17 (FI) MRPL32
MRPL17 (FI) MRPL33
MRPL17 (FI) MRPL30
MRPL17 (FI) MRPL36
MRPL17 (FI) MRPL37
MRPL17 (FI) MRPL34
MRPL17 (FI) MRPL35
MRPL17 (FI) MRPL40
MRPL17 (FI) MRPL18
MRPL17 (FI) MRPL19
MRPL17 (FI) MTIF3
MRPL17 (FI) MTIF2
MRPL17 (FI) MRPS6
MRPL17 (FI) MRPS7
MRPL17 (FI) MRPS9
MRPL17 (FI) MRPS2
MRPL17 (FI) MRPS5
MRPL17 (FI) MRPL9
MRPL17 (FI) MRPL3
MRPL17 (FI) MRPL4
MRPL17 (FI) MRPL2
MRPL17 (FI) MTRF1L
MRPL17 (FI) OXA1L
MRPL17 (FI) MRRF
MRPL16 (FI) MRRF
MRPL16 (FI) MTG1
MRPL16 (FI) MTIF2
MRPL16 (FI) MTIF3
MRPL16 (FI) MRPL2
MRPL16 (FI) MRPL3
MRPL16 (FI) MRPL4
MRPL16 (FI) MRPL9
MRPL16 (FI) MRPS2
MRPL16 (FI) MRPS5
MRPL16 (FI) MRPS6
MRPL16 (FI) MRPS9
MRPL16 (FI) MRPS7
MRPL16 (FI) MRPL54
MRPL16 (FI) MRPL53
MRPL16 (FI) MRPL52
MRPL16 (FI) MRPL51
MRPL16 (FI) MRPL55
MRPL16 (FI) MRPL28
MRPL16 (FI) MRPL27
MRPL16 (FI) MRPL21
MRPL16 (FI) MRPL20
MRPL16 (FI) MRPL24
MRPL16 (FI) MRPL23
MRPL16 (FI) MRPL22
MRPL16 (FI) MRPL18
MRPL16 (FI) MRPL17
MRPL16 (FI) MRPL19
MRPL16 (FI) MRPL49
MRPL16 (FI) MRPL48
MRPL16 (FI) MRPL43
MRPL16 (FI) MRPL42
MRPL16 (FI) MRPL41
MRPL16 (FI) MRPL40
MRPL16 (FI) MRPL47
MRPL16 (FI) MRPL46
MRPL16 (FI) MRPL45
MRPL16 (FI) MRPL44
MRPL16 (FI) MRPL50
MRPL16 (FI) MRPL39
MRPL16 (FI) MRPL38
MRPL16 (FI) MRPL37
MRPL16 (FI) MRPL32
MRPL16 (FI) MRPL30
MRPL16 (FI) MRPL36
MRPL16 (FI) MRPL35
MRPL16 (FI) MRPL34
MRPL16 (FI) MRPL33
MRPL16 (FI) MRPS33
MRPL16 (FI) MRPS31
MRPL16 (FI) MRPS30
MRPL16 (FI) MRPS36
MRPL16 (FI) MRPS35
MRPL16 (FI) MRPS34
MRPL16 (FI) MRPS22
MRPL16 (FI) MRPS21
MRPL16 (FI) MRPS26
MRPL16 (FI) MRPS25
MRPL16 (FI) MRPS24
MRPL16 (FI) MRPS23
MRPL16 (FI) MRPS28
MRPL16 (FI) MRPS27
MRPL16 (FI) MRPS11
MRPL16 (FI) MRPS10
MRPL16 (FI) MRPS15
MRPL16 (FI) MRPS14
MRPL16 (FI) MRPS12
MRPL16 (FI) MRPS17
MRPL16 (FI) MRPS16
MRPL16 (FI) OXA1L
MRPL16 (FI) MRPS18A
MRPL16 (FI) MRPS18C
MRPL16 (FI) MRPS18B
MRPL16 (FI) TUFM
MRPL16 (FI) MTRF1L
MRPL16 (FI) PTCD3
MRPL14 (FI) OXA1L
MRPL14 (FI) MTRF1L
MRPL14 (FI) TUFM
MRPL14 (FI) MRRF
MRPL14 (FI) PTCD3
MRPL14 (FI) MRPS33
MRPL14 (FI) MRPS35
MRPL14 (FI) MRPS34
MRPL14 (FI) MRPS31
MRPL14 (FI) MRPS30
MRPL14 (FI) MRPS36
MRPL14 (FI) MRPS22
MRPL14 (FI) MRPS21
MRPL14 (FI) MRPS24
MRPL14 (FI) MRPS23
MRPL14 (FI) MRPS26
MRPL14 (FI) MRPS25
MRPL14 (FI) MRPS28
MRPL14 (FI) MRPS27
MRPL14 (FI) MRPS11
MRPL14 (FI) MRPS10
MRPL14 (FI) MRPS12
MRPL14 (FI) MRPS15
MRPL14 (FI) MRPS14
MRPL14 (FI) MRPS17
MRPL14 (FI) MRPS16
MRPL14 (FI) MRPL54
MRPL14 (FI) MRPL53
MRPL14 (FI) MRPL55
MRPL14 (FI) MRPL50
MRPL14 (FI) MRPL52
